passenger_id,flight_callsign,name,nationality,date_of_birth,seat,booking_class,status,check_in_time,luggage_count,special_assistance,frequent_flyer_tier
PAX07965,DAL681,Mr. Richard Martin MD,Benin,1993-08-20,36C,Business,Scheduled,2026-02-02T12:51:04,3,Pet,Platinum
PAX07966,BAW7444,Alexander Wang,Morocco,1988-04-27,20B,Premium Economy,Scheduled,2026-02-01T12:25:33,2,Unaccompanied Minor,None
PAX07967,SWA116,Zachary Ramos,Tokelau,1960-03-25,15F,Economy,Checked-in,2026-02-03T18:40:23,0,Wheelchair,Platinum
PAX07968,UAL1147,Michael Miller,Cocos (Keeling) Islands,2002-06-20,19F,Economy,Boarded,2026-02-02T21:48:35,0,Pet,Gold
PAX07969,BAW3531,Mary Hall,Guinea-Bissau,1955-11-16,31E,First,Boarded,2026-02-02T19:09:55,2,Wheelchair,None
PAX07970,SWA4346,William Cunningham,Aruba,1997-01-09,22F,First,Scheduled,2026-02-03T14:52:47,1,Unaccompanied Minor,None
PAX07971,DLH611,Mr. Evan Jones,Belarus,2001-12-09,17C,Business,No-show,2026-02-01T11:29:01,3,None,Gold
PAX07972,AAL6541,Alexis Kirby,Saint Barthelemy,1956-07-21,15A,Business,Boarded,2026-02-02T12:43:47,2,Unaccompanied Minor,Silver
PAX07973,DAL402,Robert Floyd,Guatemala,1989-11-12,12B,Economy,Boarded,2026-02-01T06:37:22,0,Unaccompanied Minor,None
PAX07974,BAW7629,Becky Phillips,Saint Lucia,1970-08-04,24A,First,Scheduled,2026-02-01T19:49:53,3,Pet,Platinum
PAX07975,KLM2925,Kevin Clay,American Samoa,1988-05-28,38B,Premium Economy,Boarded,2026-02-02T07:19:46,0,Wheelchair,Silver
PAX07976,UAL1147,Michelle Hodges,Lao People's Democratic Republic,1992-08-01,4F,Business,Scheduled,2026-02-02T21:54:46,2,None,Platinum
PAX07977,UAL2699,Chad Avila,Saudi Arabia,1954-06-15,6D,Premium Economy,No-show,2026-02-01T15:56:56,2,Unaccompanied Minor,Silver
PAX07978,DAL8503,Christopher Martinez,Afghanistan,1953-05-12,20D,Business,Boarded,2026-02-02T09:15:48,0,Wheelchair,Silver
PAX07979,BAW6933,Stanley Freeman,Philippines,1973-01-15,2C,Economy,Scheduled,2026-02-03T16:42:33,2,Unaccompanied Minor,Silver
PAX07980,KLM1522,Jennifer Perkins,Jordan,1968-06-01,10B,First,No-show,2026-02-02T19:21:43,0,None,Silver
PAX07981,DAL7201,Mark Hughes,Wallis and Futuna,1967-10-21,28D,First,Checked-in,2026-02-02T07:39:54,3,Pet,Gold
PAX07982,BAW6420,Kayla Allen,Bhutan,1969-10-29,11C,First,No-show,2026-02-02T23:56:40,1,Pet,Gold
PAX07983,AFR7666,Aaron Cook,French Guiana,1985-08-21,38F,First,Boarded,2026-02-03T19:00:54,1,Pet,Platinum
PAX07984,DAL3011,Pamela Mitchell,Sweden,1997-07-20,6C,First,No-show,2026-02-01T23:07:34,0,Unaccompanied Minor,None
PAX07985,AAL4076,Ryan Hanna,United States of America,1986-04-01,22E,Business,Scheduled,2026-02-01T01:28:21,2,Unaccompanied Minor,None
PAX07986,KLM6278,Amanda Phillips,Cyprus,1998-12-22,12E,Premium Economy,Checked-in,2026-02-01T01:23:19,0,Unaccompanied Minor,Platinum
PAX07987,KLM314,Anna Allen,Falkland Islands (Malvinas),1963-12-22,31D,First,Scheduled,2026-02-02T07:11:32,1,Wheelchair,Gold
PAX07988,UAL2692,Richard Payne,Jordan,1993-03-27,29B,Business,Checked-in,2026-02-03T12:04:43,3,Pet,Gold
PAX07989,DLH7878,Richard Allen,Nigeria,2007-06-04,23B,Premium Economy,Scheduled,2026-02-03T16:20:59,0,Pet,Platinum
PAX07990,DAL4917,Stacy Johnston,Micronesia,1968-02-03,22A,First,Checked-in,2026-02-02T20:51:23,1,None,Platinum
PAX07991,AAL1093,Daisy Baker,Afghanistan,1975-11-17,40A,Business,No-show,2026-02-02T18:32:47,0,None,Silver
PAX07992,UAL1147,Sandra Wilkins,Ghana,1984-06-26,11B,Business,Boarded,2026-02-03T11:29:15,3,Pet,Gold
PAX07993,AAL4486,Robert Villarreal,Djibouti,1985-12-13,2E,First,No-show,2026-02-03T11:34:51,2,Unaccompanied Minor,Silver
PAX07994,AFR117,Kenneth Huber,Libyan Arab Jamahiriya,1952-04-24,23D,Business,No-show,2026-02-02T09:29:23,3,Wheelchair,None
PAX07995,DAL7899,Derek Robinson,Syrian Arab Republic,1965-05-30,16C,Premium Economy,Checked-in,2026-02-03T01:32:48,3,Pet,Gold
PAX07996,AAL3687,Stephanie King,Syrian Arab Republic,1961-11-04,12F,Economy,Checked-in,2026-02-02T02:20:53,3,Wheelchair,Gold
PAX07997,BAW4664,Courtney Harmon,Brazil,1992-05-19,2E,Business,Checked-in,2026-02-02T08:20:34,2,Unaccompanied Minor,Platinum
PAX07998,KLM128,Margaret Johnson,United States of America,1984-03-28,16A,Premium Economy,Scheduled,2026-02-02T02:28:30,1,Pet,Silver
PAX07999,UAL2692,Raymond Carr,Panama,2002-07-05,2A,Premium Economy,Scheduled,2026-02-01T08:25:39,2,Unaccompanied Minor,None
PAX08000,DAL7054,Jacqueline Prince,Turkey,2000-06-30,10E,First,Checked-in,2026-02-03T19:47:38,3,None,Gold
PAX08001,BAW4878,Daryl Lee,Costa Rica,1966-01-06,14E,First,Boarded,2026-02-02T12:34:10,2,Pet,Platinum
PAX08002,SWA5575,Regina Buckley,Liberia,2003-10-16,37A,First,No-show,2026-02-02T09:24:42,1,Unaccompanied Minor,None
PAX08003,BAW2246,Crystal Watson,Chile,1949-03-08,20F,First,Boarded,2026-02-01T13:57:34,1,Wheelchair,Platinum
PAX08004,DAL5754,Wendy Graham,Senegal,1973-02-15,38F,First,No-show,2026-02-02T16:34:25,1,Unaccompanied Minor,None
PAX08005,AFR6670,Dr. Kathryn King,Algeria,1988-01-27,11F,Business,Scheduled,2026-02-01T10:09:59,1,Wheelchair,Silver
PAX08006,KLM4827,Michael Palmer,French Southern Territories,2002-07-01,2B,First,No-show,2026-02-03T01:12:51,0,Pet,None
PAX08007,KLM9722,Emily Jacobs,Guinea-Bissau,1993-04-12,18A,Economy,No-show,2026-02-01T12:25:32,2,None,None
PAX08008,AAL137,Julie Nichols,Albania,1950-01-12,40A,Premium Economy,Scheduled,2026-02-03T15:57:00,2,None,Silver
PAX08009,BAW102,Samantha Hernandez,Mongolia,1975-05-30,33A,Premium Economy,Checked-in,2026-02-01T00:24:53,3,None,Gold
PAX08010,DLH5048,Michael Perez,Equatorial Guinea,1995-01-27,16B,Premium Economy,Scheduled,2026-02-02T18:21:27,0,Pet,None
PAX08011,AAL2836,Jennifer Jordan,Cambodia,1950-04-03,2B,Business,Boarded,2026-02-02T04:04:23,1,Pet,Platinum
PAX08012,DAL2399,Richard Li,Norway,1956-11-17,35C,Premium Economy,Checked-in,2026-02-02T09:49:00,3,Wheelchair,Silver
PAX08013,AAL2385,Stacy Watson,Brazil,1957-09-01,3A,Premium Economy,No-show,2026-02-03T11:40:20,0,None,None
PAX08014,KLM2887,Paul Campbell,Cocos (Keeling) Islands,1957-04-03,34D,Economy,Scheduled,2026-02-02T11:34:13,2,Wheelchair,None
PAX08015,AAL7333,Penny Mcfarland,Faroe Islands,1957-04-21,7C,Business,No-show,2026-02-01T03:17:55,3,None,Silver
PAX08016,KLM2925,Peter Brown,Hong Kong,2001-10-05,32E,Economy,No-show,2026-02-01T08:17:33,0,Pet,None
PAX08017,BAW8807,Casey Mayer,Armenia,1986-09-07,18C,Economy,Scheduled,2026-02-03T21:02:37,1,None,Platinum
PAX08018,AFR3777,Ashley Pham,Cameroon,1997-01-04,2D,Premium Economy,Checked-in,2026-02-01T08:30:35,3,Pet,None
PAX08019,BAW9017,Thomas Rich,Japan,1980-11-15,9F,Economy,No-show,2026-02-03T20:59:24,3,Pet,Silver
PAX08020,BAW5591,Scott Holland,Antarctica (the territory South of 60 deg S),1970-05-21,24C,Economy,Boarded,2026-02-01T09:58:47,3,Wheelchair,None
PAX08021,AAL5922,Eric Weaver,Cayman Islands,1958-07-15,32C,Business,No-show,2026-02-01T21:05:50,0,None,Gold
PAX08022,AAL2753,Larry Mann,Colombia,1965-12-25,9B,Business,Boarded,2026-02-01T13:04:57,3,Wheelchair,Gold
PAX08023,DLH5960,Jonathan Torres,Cameroon,1999-10-07,18F,Economy,Boarded,2026-02-02T05:58:32,1,Wheelchair,None
PAX08024,KLM9891,Cheryl Schmidt,Faroe Islands,1998-07-23,29C,First,Scheduled,2026-02-03T11:43:09,3,Pet,None
PAX08025,AFR6232,Stacey Fernandez,Tonga,1987-10-29,5D,Premium Economy,Checked-in,2026-02-03T09:49:07,0,Pet,None
PAX08026,DLH9651,Katie Frazier,Botswana,1950-11-29,2E,Business,Boarded,2026-02-03T12:23:43,3,Pet,None
PAX08027,SWA8177,Karen Scott,Samoa,1958-08-18,14D,Economy,Checked-in,2026-02-01T11:08:45,1,Unaccompanied Minor,Platinum
PAX08028,AFR8074,Walter Smith,Argentina,1965-02-22,34D,First,Boarded,2026-02-02T07:20:16,3,Wheelchair,Silver
PAX08029,KLM9916,Shelia Odonnell,Comoros,1946-12-09,4E,Premium Economy,Boarded,2026-02-02T09:19:33,2,None,None
PAX08030,AAL3708,Austin Powell,Iran,1952-03-13,39B,Business,No-show,2026-02-03T05:53:57,1,Pet,Gold
PAX08031,AAL3526,Jamie Huber,Bosnia and Herzegovina,1980-06-25,34A,Premium Economy,No-show,2026-02-01T22:34:20,0,Pet,Platinum
PAX08032,DAL1320,Karen Knight,Romania,1991-09-01,28D,Business,Scheduled,2026-02-02T14:48:40,0,Unaccompanied Minor,Silver
PAX08033,DLH5907,Rachel Cross,Saint Vincent and the Grenadines,1965-12-05,25A,Premium Economy,Boarded,2026-02-02T08:41:14,2,Pet,Silver
PAX08034,DAL1220,Marcus Cooper,Jordan,1996-01-15,12E,Business,Boarded,2026-02-03T14:26:46,2,None,Silver
PAX08035,AAL6926,Kimberly Jackson,Sierra Leone,1995-03-15,12C,Business,Scheduled,2026-02-01T05:32:44,2,Pet,Gold
PAX08036,KLM5773,Tammy Strong,Colombia,1965-07-27,28F,Economy,Boarded,2026-02-02T23:34:22,0,Wheelchair,Silver
PAX08037,AAL4050,Sharon Smith,Mali,1946-02-08,29A,Premium Economy,Checked-in,2026-02-02T18:53:05,3,Wheelchair,Platinum
PAX08038,AFR3348,Robert Perez,Ecuador,1980-07-18,31B,Business,Boarded,2026-02-02T13:25:14,2,Pet,Silver
PAX08039,SWA8369,Michael Mccullough,Uganda,1964-01-21,24D,Economy,No-show,2026-02-01T19:46:06,1,Unaccompanied Minor,Gold
PAX08040,DAL7674,Ashley Richardson,Mayotte,2003-07-27,18B,Business,Scheduled,2026-02-03T03:19:06,1,None,None
PAX08041,BAW6960,Megan Schultz,Estonia,1998-03-18,39D,First,Scheduled,2026-02-01T11:05:28,2,Pet,None
PAX08042,SWA4346,Ronald Smith,Timor-Leste,1997-07-04,25F,Business,Boarded,2026-02-01T03:09:26,0,None,Platinum
PAX08043,DLH916,Karen Chandler,Seychelles,1999-05-29,29D,Economy,Boarded,2026-02-01T15:09:02,2,Pet,None
PAX08044,SWA8469,Jill Castillo,Macao,1949-10-28,32B,Premium Economy,Checked-in,2026-02-02T05:45:42,3,Wheelchair,Gold
PAX08045,DLH2730,James Martinez,Svalbard & Jan Mayen Islands,1990-11-13,40B,First,Checked-in,2026-02-02T10:50:32,2,Pet,None
PAX08046,AAL2731,Lawrence Allen,Togo,1973-04-03,33B,Premium Economy,No-show,2026-02-01T23:26:27,2,None,Gold
PAX08047,AFR2439,Faith Fox,Liechtenstein,1951-04-12,1E,Premium Economy,Scheduled,2026-02-01T04:37:33,3,Unaccompanied Minor,Platinum
PAX08048,BAW4491,James Holmes,Guadeloupe,2007-02-28,35A,First,No-show,2026-02-02T12:20:43,1,Pet,Gold
PAX08049,AFR5548,Shawn Collins,Marshall Islands,1961-09-17,3A,Business,Scheduled,2026-02-03T10:50:09,0,None,Gold
PAX08050,BAW3531,Jason Richards,Eritrea,1964-06-13,6F,Economy,Checked-in,2026-02-02T17:23:37,3,Pet,None
PAX08051,AAL7744,Sarah Lee,Netherlands,1972-12-11,40A,Premium Economy,Boarded,2026-02-01T14:04:56,3,Pet,Gold
PAX08052,BAW102,Rebecca Phillips,Faroe Islands,1977-11-15,3B,Premium Economy,Boarded,2026-02-03T10:20:23,0,Unaccompanied Minor,Platinum
PAX08053,KLM4119,Lisa Dorsey,Marshall Islands,1955-02-19,38F,Premium Economy,Boarded,2026-02-01T02:36:31,0,Pet,Platinum
PAX08054,KLM5903,Jamie Johnson,Paraguay,2003-02-09,3F,Business,Checked-in,2026-02-01T09:20:46,2,Pet,Gold
PAX08055,DLH5907,Suzanne Walker,India,2001-04-13,26D,First,No-show,2026-02-03T08:54:36,0,Wheelchair,Platinum
PAX08056,SWA9286,Jared Figueroa,Guadeloupe,1972-12-24,24C,Business,Scheduled,2026-02-01T05:04:06,0,Unaccompanied Minor,Gold
PAX08057,UAL1004,Margaret Sanford,Dominica,1960-10-28,34C,Business,Checked-in,2026-02-03T12:15:25,3,Unaccompanied Minor,Platinum
PAX08058,BAW8807,Danny Kent,Greece,1992-03-11,10D,Business,No-show,2026-02-03T07:48:01,2,Wheelchair,Gold
PAX08059,DAL6566,Michelle Brady,Andorra,1965-11-13,20E,Premium Economy,Scheduled,2026-02-01T17:47:20,2,Wheelchair,Platinum
PAX08060,DLH6787,Kevin Huber,Jordan,1964-03-03,15D,Premium Economy,Checked-in,2026-02-03T17:37:25,2,Wheelchair,Platinum
PAX08061,DLH952,Jennifer Taylor,United States Minor Outlying Islands,1976-01-25,13D,Economy,Checked-in,2026-02-02T03:05:18,2,Unaccompanied Minor,Platinum
PAX08062,KLM2191,Jeanne Moore,Chile,2007-08-27,23D,Economy,Checked-in,2026-02-02T10:09:26,0,Pet,Platinum
PAX08063,DLH6567,Amanda James,Canada,1989-04-20,35F,Economy,Checked-in,2026-02-03T19:56:41,0,None,Silver
PAX08064,UAL3242,Brianna Perez,Latvia,1993-01-24,2A,Premium Economy,Scheduled,2026-02-02T02:45:02,0,Wheelchair,Gold
PAX08065,AAL2836,Amanda Harris,Barbados,1950-06-27,2A,Business,Checked-in,2026-02-01T23:50:19,3,Wheelchair,Gold
PAX08066,AFR7310,Chad Collins,Norfolk Island,1985-06-20,37A,Economy,Checked-in,2026-02-01T14:51:25,1,Pet,Platinum
PAX08067,AAL1399,Anthony Bryant,Guinea,1951-12-13,5E,Business,Boarded,2026-02-01T06:12:54,0,Wheelchair,None
PAX08068,SWA2260,Donna Levy,Nicaragua,1988-07-18,20B,First,Boarded,2026-02-02T17:16:32,2,None,Platinum
PAX08069,SWA880,David Peters,South Africa,2001-08-20,26F,Business,Boarded,2026-02-03T15:31:20,0,Wheelchair,Platinum
PAX08070,DAL323,Patricia Rivera,Tokelau,1984-05-10,8D,First,Scheduled,2026-02-01T21:50:06,0,Pet,Silver
PAX08071,DAL5754,Anna Yu,Bulgaria,1993-01-31,13C,Premium Economy,Checked-in,2026-02-02T00:59:54,0,None,Silver
PAX08072,DLH8060,Jennifer Kidd,Pakistan,1969-05-13,38D,Economy,No-show,2026-02-01T10:38:46,3,Wheelchair,Gold
PAX08073,AFR575,Guy Cole,Luxembourg,1968-08-23,34A,Economy,No-show,2026-02-01T21:58:27,3,Wheelchair,None
PAX08074,DAL6395,Melissa Frazier,Bahamas,1999-10-04,24A,Business,Checked-in,2026-02-03T03:28:23,3,Wheelchair,Gold
PAX08075,SWA5045,Paul Vaughn,Niger,1979-11-24,39D,First,Scheduled,2026-02-02T10:29:07,3,Wheelchair,Platinum
PAX08076,SWA8187,Lindsey Rocha,Slovakia (Slovak Republic),1946-05-05,21F,Business,Scheduled,2026-02-03T04:47:48,3,Wheelchair,Platinum
PAX08077,AFR3348,Jennifer Williams,Austria,2002-08-25,15B,First,No-show,2026-02-03T11:56:22,0,None,Gold
PAX08078,SWA8177,Elizabeth Moody,Dominican Republic,1995-06-02,9A,Premium Economy,Boarded,2026-02-01T07:14:25,2,Unaccompanied Minor,Silver
PAX08079,SWA4902,Sabrina Gonzalez,United States Minor Outlying Islands,1980-10-15,12B,Economy,No-show,2026-02-03T04:07:23,3,Unaccompanied Minor,Silver
PAX08080,DLH228,Elizabeth Miranda,Anguilla,2002-01-04,13A,Business,No-show,2026-02-01T00:26:01,2,None,Silver
PAX08081,BAW3531,Dustin Miller,Niue,1961-01-02,29F,Economy,Boarded,2026-02-01T10:16:49,1,None,None
PAX08082,KLM5903,Rachel Wade,Marshall Islands,1991-05-29,27D,Economy,No-show,2026-02-01T01:58:34,3,Unaccompanied Minor,Silver
PAX08083,UAL9673,Lucas Adams,Denmark,2000-06-26,32C,Economy,Scheduled,2026-02-02T10:18:43,3,None,Silver
PAX08084,DAL3455,Jeffrey Park,Dominica,1977-10-07,25A,Premium Economy,No-show,2026-02-02T20:34:16,3,Pet,None
PAX08085,AAL6926,Jessica Mcgrath,Netherlands Antilles,1989-07-04,28A,Economy,No-show,2026-02-01T07:39:06,1,Unaccompanied Minor,None
PAX08086,BAW5050,Cody Richardson,Tajikistan,2004-11-12,25D,First,No-show,2026-02-02T01:23:25,2,Unaccompanied Minor,Gold
PAX08087,AFR9162,Caroline Mills,Peru,2003-08-12,36B,Business,Boarded,2026-02-02T10:54:24,3,Wheelchair,None
PAX08088,SWA2942,Jose Jones,United Arab Emirates,1968-04-19,32C,Premium Economy,No-show,2026-02-02T20:58:33,3,None,Platinum
PAX08089,AAL6926,Kevin Stevenson,Japan,1945-10-09,35C,Premium Economy,Boarded,2026-02-01T22:24:04,3,Pet,None
PAX08090,AFR6432,Megan Murray,Congo,1969-11-08,19E,Premium Economy,No-show,2026-02-02T01:27:07,3,Pet,None
PAX08091,DLH8060,Nancy Davis,Burkina Faso,1948-11-15,28F,First,Boarded,2026-02-01T19:51:49,1,Unaccompanied Minor,None
PAX08092,AAL1399,Samuel Rivera,Christmas Island,1976-08-13,13B,First,No-show,2026-02-02T08:40:40,1,Unaccompanied Minor,Silver
PAX08093,DLH3784,Mark Gutierrez,Turks and Caicos Islands,1949-08-23,16E,Premium Economy,Scheduled,2026-02-01T10:48:55,0,None,Silver
PAX08094,UAL3242,Andrea Howard,Bosnia and Herzegovina,1956-11-18,20C,Premium Economy,Boarded,2026-02-01T01:06:04,2,Unaccompanied Minor,None
PAX08095,DAL8139,Thomas Neal,Jersey,2000-02-22,21A,Economy,No-show,2026-02-01T19:47:16,0,Unaccompanied Minor,Gold
PAX08096,AAL7333,Paul Hardy,Saint Barthelemy,1959-08-06,21E,Economy,Checked-in,2026-02-01T03:06:35,0,Wheelchair,Silver
PAX08097,SWA8423,Christina Williams,Algeria,1969-03-09,5B,Premium Economy,No-show,2026-02-02T09:23:41,3,Unaccompanied Minor,Gold
PAX08098,BAW4878,Rebecca Torres,Kenya,1972-11-08,1C,Business,Checked-in,2026-02-01T11:24:46,1,Unaccompanied Minor,Silver
PAX08099,AFR575,Kristy Franklin MD,Isle of Man,1959-04-24,31F,Business,Boarded,2026-02-02T17:48:55,2,Pet,Platinum
PAX08100,DAL3472,Michael Martinez,Somalia,1950-04-18,11E,Premium Economy,No-show,2026-02-03T18:58:52,1,Pet,None
PAX08101,SWA4062,Elizabeth Sampson,Sierra Leone,1979-03-29,34F,Business,Checked-in,2026-02-03T04:11:04,1,None,Silver
PAX08102,KLM5463,Rebecca Lucero,Guyana,1953-04-21,21A,First,Boarded,2026-02-02T03:24:36,2,Pet,Platinum
PAX08103,DLH7145,Cindy Davis,Bhutan,2000-09-09,22C,Business,Scheduled,2026-02-01T23:30:30,1,Wheelchair,Silver
PAX08104,SWA8187,Kimberly Pearson,Bangladesh,2003-06-19,37B,First,Scheduled,2026-02-01T02:47:42,3,None,None
PAX08105,AFR117,James Mcbride,Sierra Leone,1975-12-29,10C,First,Checked-in,2026-02-02T07:35:26,2,Unaccompanied Minor,Gold
PAX08106,SWA536,Anna King,Nigeria,1948-05-20,31F,Business,No-show,2026-02-01T01:34:45,0,Pet,Platinum
PAX08107,SWA4769,Kevin Riley,Andorra,1950-03-17,26A,Economy,Boarded,2026-02-02T11:08:58,1,Wheelchair,Gold
PAX08108,AAL5922,Kendra Molina,Costa Rica,2002-11-24,26A,Economy,Boarded,2026-02-02T11:56:24,2,Wheelchair,Gold
PAX08109,KLM1252,Timothy Ford,Bahamas,1982-04-06,17C,Economy,Checked-in,2026-02-02T03:35:36,1,None,None
PAX08110,KLM8657,Paul Martin,Togo,1992-06-02,38F,Premium Economy,No-show,2026-02-01T22:35:53,2,Pet,Gold
PAX08111,BAW165,Brenda Armstrong,Netherlands,2000-01-16,5F,Business,No-show,2026-02-01T16:12:10,2,Wheelchair,Gold
PAX08112,UAL340,Michelle Jackson,Guinea,1992-09-16,19B,Economy,Boarded,2026-02-02T08:58:01,0,Wheelchair,Gold
PAX08113,DAL2982,Molly Henry,Panama,1988-02-16,3E,Premium Economy,Scheduled,2026-02-03T01:10:37,0,Pet,None
PAX08114,KLM4258,Charlene Gonzales,South Africa,2007-01-10,20C,Premium Economy,No-show,2026-02-03T10:21:27,3,Wheelchair,Gold
PAX08115,BAW3531,John Atkinson,Brazil,1994-05-12,39C,Economy,Checked-in,2026-02-02T03:05:22,0,Pet,None
PAX08116,BAW4955,Megan Preston,Korea,2007-02-08,18F,First,No-show,2026-02-01T11:16:24,1,Wheelchair,None
PAX08117,KLM6243,Rebecca Scott,Seychelles,1973-09-05,10F,Economy,No-show,2026-02-02T19:29:11,3,None,Silver
PAX08118,DAL4376,Nicole Mosley,Russian Federation,1984-11-24,13C,Economy,Scheduled,2026-02-01T05:50:59,0,None,Gold
PAX08119,UAL7405,Duane Hawkins,Cameroon,1971-06-02,6E,Economy,No-show,2026-02-02T01:16:04,2,None,Gold
PAX08120,UAL8698,Beth Hernandez,China,1966-10-17,30D,Premium Economy,Checked-in,2026-02-03T07:07:27,0,Unaccompanied Minor,Gold
PAX08121,KLM4258,Brenda Ellis,Kenya,1947-04-09,21F,First,Boarded,2026-02-01T09:16:10,2,Wheelchair,Gold
PAX08122,DLH228,Timothy Lopez,Heard Island and McDonald Islands,2003-01-31,21A,Business,Scheduled,2026-02-02T11:28:26,1,Wheelchair,Silver
PAX08123,DAL4704,Emily Chambers,Netherlands Antilles,1975-01-06,25F,Economy,Scheduled,2026-02-01T16:15:53,2,Wheelchair,None
PAX08124,SWA8703,Jean Moss,Syrian Arab Republic,1990-11-03,24C,First,Boarded,2026-02-01T01:31:43,2,None,Silver
PAX08125,KLM7501,Jordan Riley,Belarus,1993-12-08,35A,Economy,Checked-in,2026-02-01T13:02:10,0,Wheelchair,Platinum
PAX08126,AAL5705,John Reynolds,Pitcairn Islands,1970-07-08,31B,Business,Checked-in,2026-02-03T02:30:28,1,Unaccompanied Minor,None
PAX08127,AFR2964,Jason Moreno,Bahrain,1952-04-21,40C,Business,Scheduled,2026-02-01T09:27:51,0,None,None
PAX08128,AAL3863,Lori Horne,Antarctica (the territory South of 60 deg S),1947-08-13,37E,Premium Economy,Scheduled,2026-02-03T03:10:46,3,Pet,Gold
PAX08129,DAL3264,William Bryan,El Salvador,2007-09-18,24C,Business,Boarded,2026-02-01T21:56:47,3,Wheelchair,Platinum
PAX08130,BAW1396,Clinton Jones,Wallis and Futuna,1970-09-26,35E,Business,Boarded,2026-02-01T19:34:13,3,None,Gold
PAX08131,BAW8242,Tyler Johnson,Chad,2000-08-21,31F,First,Scheduled,2026-02-02T18:23:23,1,None,Platinum
PAX08132,DAL323,Richard Ellis,Suriname,1948-10-01,8C,Premium Economy,Boarded,2026-02-02T00:40:28,0,Wheelchair,Gold
PAX08133,AFR6762,Jennifer Ramirez,Greece,1948-07-31,18D,Economy,Checked-in,2026-02-01T01:35:45,1,None,Gold
PAX08134,UAL9761,Kirk Guerrero,Romania,1949-08-09,39A,Premium Economy,Scheduled,2026-02-01T23:44:31,0,Wheelchair,Silver
PAX08135,DLH9680,Brittney Watts,Trinidad and Tobago,1966-03-13,22D,Premium Economy,Boarded,2026-02-03T00:39:14,3,None,Silver
PAX08136,UAL304,Jessica Franklin,Holy See (Vatican City State),1946-10-16,37B,Premium Economy,Checked-in,2026-02-02T23:14:14,2,Wheelchair,None
PAX08137,AFR8532,Lindsey Martinez,Wallis and Futuna,1989-10-11,1A,First,Scheduled,2026-02-02T06:22:44,1,Wheelchair,None
PAX08138,SWA6582,Jason Warren,Kenya,2003-10-01,2A,Business,Scheduled,2026-02-01T11:52:21,1,Pet,Silver
PAX08139,KLM2377,Meagan Thomas,Guinea,1994-10-05,4A,Business,Checked-in,2026-02-03T14:13:33,3,Wheelchair,None
PAX08140,BAW978,Kenneth Baker,Palau,1961-06-08,16E,First,Boarded,2026-02-03T03:45:12,2,Unaccompanied Minor,Platinum
PAX08141,BAW102,Tiffany Smith,Denmark,2007-05-21,3B,Economy,Boarded,2026-02-01T16:41:22,2,None,None
PAX08142,KLM6817,Kevin Martinez,Bangladesh,1949-02-27,19E,Premium Economy,Boarded,2026-02-02T07:26:00,3,Wheelchair,Silver
PAX08143,KLM3571,Joanna Hurst,American Samoa,1951-12-26,32E,Premium Economy,Scheduled,2026-02-01T04:43:15,1,Wheelchair,Platinum
PAX08144,DLH228,Michael Walker,Austria,1971-06-16,8C,Economy,Boarded,2026-02-02T13:47:16,1,Unaccompanied Minor,None
PAX08145,AAL7744,Veronica Kennedy,Central African Republic,1980-07-24,22B,First,Boarded,2026-02-03T05:24:04,1,Pet,Silver
PAX08146,SWA536,Jerome Bush,Jordan,1962-12-16,27A,Premium Economy,Scheduled,2026-02-03T02:46:01,3,Unaccompanied Minor,Gold
PAX08147,DAL2982,Paul Porter,Montserrat,1951-11-20,7B,Premium Economy,Scheduled,2026-02-03T05:22:07,0,Unaccompanied Minor,Gold
PAX08148,UAL1482,Jeremy Romero,Monaco,2004-03-21,3A,Economy,No-show,2026-02-03T15:34:20,0,Wheelchair,Silver
PAX08149,SWA3693,Daniel Rogers,Tajikistan,2002-05-27,7C,First,Scheduled,2026-02-03T16:58:17,0,Wheelchair,Platinum
PAX08150,UAL5308,Devin Hickman,Jersey,1995-07-27,7F,Premium Economy,No-show,2026-02-02T13:38:34,0,None,Platinum
PAX08151,DLH3816,Mallory Alexander,Indonesia,1992-11-24,23D,Premium Economy,Checked-in,2026-02-01T01:27:53,0,None,Silver
PAX08152,AAL1527,Evan Rasmussen,Cote d'Ivoire,1981-04-02,29C,First,No-show,2026-02-03T19:53:44,2,Pet,Platinum
PAX08153,SWA5090,Heather Palmer,Brazil,2006-08-08,31F,First,Scheduled,2026-02-02T09:15:35,0,Pet,Silver
PAX08154,SWA4379,Angela Hill,Libyan Arab Jamahiriya,1959-05-24,18D,Economy,Checked-in,2026-02-02T06:40:58,0,None,Platinum
PAX08155,BAW4535,Adrian Rhodes,Spain,1955-12-28,30B,Premium Economy,Boarded,2026-02-02T08:43:02,0,Pet,Gold
PAX08156,DAL9472,Brenda Webb,Svalbard & Jan Mayen Islands,1962-12-07,20B,Business,Checked-in,2026-02-02T02:46:29,1,Wheelchair,None
PAX08157,BAW3076,Natalie Stuart,Madagascar,1992-12-14,4C,Economy,Boarded,2026-02-02T21:30:33,3,Pet,Silver
